Product ID,Product Description,Version,Receipt Date,Product Owner Name,Unit ID,Building,Zone,Aisle,Rack,Level,Total On Hand,Total Marked Pieces
SMCOPL-55135,Meriden Small Company Plans,,08/03/2017 17:00:00,Meriden Insurance Company,1124,01,Bulk Warehouse Storage,1,8,A,150,0
SMCOPL-55135,Meriden Small Company Plans,,10/16/2020 15:35:00,Meriden Insurance Company,1142,01,Bulk Warehouse Storage,2,2,A,80,0
FLDINS-888,Who Needs Flood Insurance,,03/14/2016 08:10:02,Meriden Insurance Company,6,01,Bulk Warehouse Storage,3,4,D,0,0
FLDINS-888,Who Needs Flood Insurance,,04/12/2016 10:06:00,Meriden Insurance Company,74,01,Bulk Warehouse Storage,1,15,B,0,0
FLDINS-888,Who Needs Flood Insurance,,06/01/2016 16:37:00,Meriden Insurance Company,75,01,Bulk Warehouse Storage,1,1,B,221,0
FLDINS-888,Who Needs Flood Insurance,,03/21/2017 16:12:00,Meriden Insurance Company,1089,01,Bulk Warehouse Storage,1,3,A,14,0
FLDR,Meriden Folder,,03/14/2016 08:10:02,Meriden Insurance Company,7,01,Bulk Warehouse Storage,1,1,A,487,2
HMEINVCL,Home Inventory Checklist,,03/14/2016 08:10:03,Meriden Insurance Company,8,01,Bulk Warehouse Storage,1,2,C,131,0
HMEINVCL,Home Inventory Checklist,,05/09/2017 16:10:00,Meriden Insurance Company,1099,01,Bulk Warehouse Storage,1,4,B,30,1
HMEINVCL,Home Inventory Checklist,,10/16/2020 15:31:00,Meriden Insurance Company,1140,01,Bulk Warehouse Storage,2,1,D,80,0
INTLTR,Introduction Letter,,03/14/2016 08:10:03,Meriden Insurance Company,9,01,Bulk Warehouse Storage,3,4,D,127,1
VL,Valuation Listing,,03/14/2016 08:10:03,Meriden Insurance Company,10,01,Bulk Warehouse Storage,1,1,A,503,0
VL,Valuation Listing,,02/14/2017 16:20:00,Meriden Insurance Company,1086,01,Bulk Warehouse Storage,1,2,A,2,1
VL,Valuation Listing,,06/13/2017 16:49:00,Meriden Insurance Company,1103,01,Bulk Warehouse Storage,1,5,A,190,0
VL,Valuation Listing,,10/16/2020 15:35:00,Meriden Insurance Company,1143,01,Bulk Warehouse Storage,2,2,A,160,0
EMPRO,Emergency Procedures,,03/14/2016 08:10:03,Meriden Insurance Company,11,01,Bulk Warehouse Storage,1,2,C,59,0
PHYSLST_CT,"Physician's List, CT",,03/14/2016 08:10:04,Meriden Insurance Company,12,01,Bulk Warehouse Storage,3,4,D,62,0
RNTINSKIT-9656521,Renter's Insurance Kit,,03/14/2016 08:10:04,Meriden Insurance Company,13,01,Bulk Warehouse Storage,1,1,A,126,0
SHRINS-915,Shoreline Insurance,,03/14/2016 08:10:04,Meriden Insurance Company,14,01,Bulk Warehouse Storage,1,2,C,43,0
LTC-WS1,Long-Term Care Insurance Worksheet,,03/14/2016 08:10:04,Meriden Insurance Company,15,01,Bulk Warehouse Storage,3,4,D,149,0
LTC-124,Long-Term Care Insurance Brochure,,03/14/2016 08:10:05,Meriden Insurance Company,16,01,Bulk Warehouse Storage,1,1,A,99,0
LIW_214,Life Insurance Worksheets,,03/14/2016 08:10:05,Meriden Insurance Company,17,01,Bulk Warehouse Storage,1,2,C,140,0
CTRG_L112112,Regulatory Guidelines for Life Insurance CT,,03/14/2016 08:10:05,Meriden Insurance Company,18,01,Bulk Warehouse Storage,3,4,D,150,0
TLB-A1,Term Life Brochure Addendum,,03/14/2016 08:10:05,Meriden Insurance Company,19,01,Bulk Warehouse Storage,1,1,A,494,0
TENLFE-8874,The 10 Things to Know About Life Insurance,,03/14/2016 08:10:06,Meriden Insurance Company,20,01,Bulk Warehouse Storage,1,2,C,62,0
TRMLFE-2254,Term Life - Is this for you?,,03/14/2016 08:10:06,Meriden Insurance Company,21,01,Bulk Warehouse Storage,3,4,D,43,1
WLFE-6957,Whole Life is Saving For Your Future Too,,03/14/2016 08:10:06,Meriden Insurance Company,22,01,Bulk Warehouse Storage,1,1,A,435,1
1-73,Meriden Health Folder,,03/14/2016 08:10:06,Meriden Insurance Company,23,01,Bulk Warehouse Storage,1,2,C,54,0
1-73,Meriden Health Folder,,01/09/2020 15:41:00,Meriden Insurance Company,1131,01,Bulk Warehouse Storage,1,9,B,10,0
HP_Small_Plan,Meriden Health - Small Company Plan,,03/14/2016 08:10:07,Meriden Insurance Company,24,01,Phils Main Warehouse,P01,01,A1,56,0
HP_Small_Plan,Meriden Health - Small Company Plan,,05/09/2017 16:10:00,Meriden Insurance Company,1100,01,Bulk Warehouse Storage,1,4,B,12,0
HP_Small_Plan,Meriden Health - Small Company Plan,,08/03/2017 16:53:00,Meriden Insurance Company,1121,01,Bulk Warehouse Storage,1,7,B,100,0
HP_Large_Plan,Meriden Health - Large Company Plan,,03/14/2016 08:10:07,Meriden Insurance Company,25,01,Bulk Warehouse Storage,1,1,A,522,0
HP_Large_Plan,Meriden Health - Large Company Plan,,08/03/2017 16:55:00,Meriden Insurance Company,1122,01,Bulk Warehouse Storage,1,7,C,99,0
HP-Select,Meriden Health - Select Plan,,03/14/2016 08:10:07,Meriden Insurance Company,26,01,Bulk Warehouse Storage,1,2,C,153,0
HP-Select,Meriden Health - Select Plan,,08/03/2017 16:49:00,Meriden Insurance Company,1120,01,Bulk Warehouse Storage,1,7,A,100,0
DI-412,Dental Insurance Guidelines,,03/14/2016 08:10:07,Meriden Insurance Company,27,01,Bulk Warehouse Storage,3,4,D,62,0
DI-412,Dental Insurance Guidelines,,08/03/2017 16:57:00,Meriden Insurance Company,1123,01,Bulk Warehouse Storage,1,7,D,100,0
PHYSLIST_MA,"Physicians List, MA",,03/14/2016 08:10:08,Meriden Insurance Company,28,01,Bulk Warehouse Storage,1,1,A,421,1
PHYSLIST_NH,"Physicians List, New Hampshire",,03/14/2016 08:10:08,Meriden Insurance Company,29,01,Bulk Warehouse Storage,1,2,C,36,0
PHYSLIST_NH,"Physicians List, New Hampshire",,06/02/2016 11:00:54,Meriden Insurance Company,1076,01,Bulk Warehouse Storage,1,2,D,29,0
PHYSLIST_NH,"Physicians List, New Hampshire",,09/07/2017 11:18:00,Meriden Insurance Company,1130,01,Bulk Warehouse Storage,1,9,A,100,0
PHYSLIST_RI,"Physicians List, RI",,03/14/2016 08:10:08,Meriden Insurance Company,30,01,Bulk Warehouse Storage,3,4,D,150,0
PHYSLIST_VT,"Physicians List, VT",,03/14/2016 08:10:08,Meriden Insurance Company,31,01,Bulk Warehouse Storage,1,1,A,525,0
MEDBEN,Medical Benefits by State,,03/14/2016 08:10:08,Meriden Insurance Company,32,01,Bulk Warehouse Storage,1,2,C,153,0
EMPHNDBK_MA,"Employee Handbook, MA",,03/14/2016 08:10:09,Meriden Insurance Company,33,01,Bulk Warehouse Storage,3,4,D,140,1
EMPHNDBK_VT,"Employee Handbook, VT",,03/14/2016 08:10:09,Meriden Insurance Company,34,01,Bulk Warehouse Storage,1,1,A,525,0
EMPHNDBK_CT_RI,"Employee Handbook, CT & RI",,03/14/2016 08:10:09,Meriden Insurance Company,35,01,Bulk Warehouse Storage,1,2,C,147,0
401KDET,401K Details,,03/14/2016 08:10:10,Meriden Insurance Company,36,01,Bulk Warehouse Storage,3,4,D,129,1
ADMINDET,Administrator Details,,03/14/2016 08:10:10,Meriden Insurance Company,37,01,Bulk Warehouse Storage,1,1,A,519,0
CUSTSVC,Customer Service,,03/14/2016 08:10:10,Meriden Insurance Company,38,01,Bulk Warehouse Storage,1,2,C,147,0
INTRO,Introduction,,03/14/2016 08:10:11,Meriden Insurance Company,39,01,Bulk Warehouse Storage,3,4,D,144,0
JOBRLTDET,Job Related Details,,03/14/2016 08:10:11,Meriden Insurance Company,40,01,Bulk Warehouse Storage,1,1,A,519,0
TRNDET,Training Details,,03/14/2016 08:10:11,Meriden Insurance Company,41,01,Bulk Warehouse Storage,1,2,C,147,0
DI78454,Disability Insurance Primer,,03/14/2016 08:10:11,Meriden Insurance Company,42,01,Bulk Warehouse Storage,3,4,D,140,1
TS,Women's T-Shirt,,03/14/2016 09:04:00,Meriden Insurance Company,60,01,Bulk Warehouse Storage,1,13,C,0,0
TS,Women's T-Shirt,,09/01/2016 16:46:00,Meriden Insurance Company,1078,01,Bulk Warehouse Storage,1,13,C,17,0
TS,Women's T-Shirt,,03/14/2016 09:05:00,Meriden Insurance Company,61,01,Bulk Warehouse Storage,1,13,D,15,0
TS,Women's T-Shirt,,03/14/2016 09:06:00,Meriden Insurance Company,62,01,Bulk Warehouse Storage,1,14,A,7,0
TS,Women's T-Shirt,,03/14/2016 09:06:00,Meriden Insurance Company,63,01,Bulk Warehouse Storage,1,14,B,20,0
TS,Women's T-Shirt,,03/14/2016 09:07:00,Meriden Insurance Company,64,01,Bulk Warehouse Storage,1,14,C,29,0
TS,Women's T-Shirt,,03/14/2016 09:07:00,Meriden Insurance Company,65,01,Bulk Warehouse Storage,1,14,D,39,0
TS,Women's T-Shirt,,03/14/2016 09:08:00,Meriden Insurance Company,66,01,Bulk Warehouse Storage,1,15,A,30,0
TS,Women's T-Shirt,,03/14/2016 09:09:00,Meriden Insurance Company,67,01,Bulk Warehouse Storage,1,15,B,0,0
MH,Meriden Hat - Blue,,03/14/2016 08:56:00,Meriden Insurance Company,46,01,Bulk Warehouse Storage,1,10,A,0,0
MH,Meriden Hat - Blue,,04/12/2016 10:04:00,Meriden Insurance Company,73,01,Bulk Warehouse Storage,1,10,D,0,0
MH,Meriden Hat - Blue,,06/01/2016 16:40:00,Meriden Insurance Company,77,01,Bulk Warehouse Storage,1,1,D,44,0
MH,Meriden Hat - Blue,,08/03/2017 17:03:00,Meriden Insurance Company,1125,01,Bulk Warehouse Storage,1,8,B,150,0
MHW,Meriden Hat - white,,09/01/2016 16:47:00,Meriden Insurance Company,1079,01,Bulk Warehouse Storage,1,15,C,6,0
TB,Meriden Tote Bag,,03/14/2016 08:57:00,Meriden Insurance Company,48,01,Bulk Warehouse Storage,1,10,C,4,0
TB,Meriden Tote Bag,,08/03/2017 16:45:00,Meriden Insurance Company,1119,01,Bulk Warehouse Storage,1,6,D,95,0
MB,Meriden Briefcase,,03/14/2016 08:55:00,Meriden Insurance Company,43,01,Bulk Warehouse Storage,1,1,B,0,0
MB,Meriden Briefcase,,04/12/2016 10:04:00,Meriden Insurance Company,70,01,Bulk Warehouse Storage,1,10,D,31,0
MFD,Meriden Flash Drive,,03/14/2016 08:56:00,Meriden Insurance Company,44,01,Bulk Warehouse Storage,1,1,C,0,0
MFD,Meriden Flash Drive,,04/12/2016 10:04:00,Meriden Insurance Company,71,01,Bulk Warehouse Storage,1,10,D,78,0
MFL,Meriden Flashlight,,03/14/2016 08:56:00,Meriden Insurance Company,45,01,Bulk Warehouse Storage,1,1,D,0,0
MFL,Meriden Flashlight,,04/12/2016 10:04:00,Meriden Insurance Company,72,01,Bulk Warehouse Storage,1,10,D,0,0
MFL,Meriden Flashlight,,06/01/2016 16:38:00,Meriden Insurance Company,76,01,Bulk Warehouse Storage,1,1,C,67,0
MP,Meriden Pen,,03/14/2016 08:57:00,Meriden Insurance Company,47,01,Bulk Warehouse Storage,1,10,B,16,1
MPS,Meriden Polo Shirt,,03/14/2016 08:58:00,Meriden Insurance Company,49,01,Bulk Warehouse Storage,1,10,D,0,0
MPS,Meriden Polo Shirt,,08/03/2017 16:42:00,Meriden Insurance Company,1118,01,Bulk Warehouse Storage,1,6,C,99,5
MPS,Meriden Polo Shirt,,03/14/2016 09:00:00,Meriden Insurance Company,50,01,Bulk Warehouse Storage,1,11,A,12,0
MPS,Meriden Polo Shirt,,03/14/2016 09:00:00,Meriden Insurance Company,51,01,Bulk Warehouse Storage,1,11,B,20,4
MPS,Meriden Polo Shirt,,03/14/2016 09:01:00,Meriden Insurance Company,52,01,Bulk Warehouse Storage,1,11,C,24,0
MPS,Meriden Polo Shirt,,03/14/2016 09:01:00,Meriden Insurance Company,53,01,Bulk Warehouse Storage,1,11,D,24,0
MPS,Meriden Polo Shirt,,03/14/2016 09:02:00,Meriden Insurance Company,54,01,Bulk Warehouse Storage,1,12,A,19,0
MPS,Meriden Polo Shirt,,03/14/2016 09:02:00,Meriden Insurance Company,55,01,Bulk Warehouse Storage,1,12,B,20,0
MPS,Meriden Polo Shirt,,03/14/2016 09:02:00,Meriden Insurance Company,56,01,Bulk Warehouse Storage,1,12,C,24,0
MPS,Meriden Polo Shirt,,03/14/2016 09:03:00,Meriden Insurance Company,57,01,Bulk Warehouse Storage,1,12,D,24,0
MPS,Meriden Polo Shirt,,03/14/2016 09:03:00,Meriden Insurance Company,58,01,Bulk Warehouse Storage,1,13,A,12,0
MPS,Meriden Polo Shirt,,03/14/2016 09:04:00,Meriden Insurance Company,59,01,Bulk Warehouse Storage,1,13,B,27,0
MPS,Meriden Polo Shirt,,03/21/2017 16:32:00,Meriden Insurance Company,1092,01,Bulk Warehouse Storage,1,3,B,4,0
MPS,Meriden Polo Shirt,,01/10/2020 13:45:00,Meriden Insurance Company,1133,01,Bulk Warehouse Storage,1,9,D,2,0
HMIINVKT-888,The Home Inventory Kit,1-1,03/14/2016 11:18:35,Meriden Insurance Company,68,01,Staging,S,S,S,99,0
HMIINVKT-888,The Home Inventory Kit,1-1,09/07/2017 10:44:00,Meriden Insurance Company,1126,01,Bulk Warehouse Storage,1,10,A,230,0
HMIINVKT-888,The Home Inventory Kit,1-1,09/07/2017 10:46:00,Meriden Insurance Company,1127,01,Staging,S,S,S,10,0
NHK-MA,Employee Welcome Kit - Massachusetts,1-1,03/14/2016 12:56:34,Meriden Insurance Company,69,01,Staging,S,S,S,0,1
NHK-MA,Employee Welcome Kit - Massachusetts,1-1,05/18/2017 15:59:47,Meriden Insurance Company,1101,01,Bulk Warehouse Storage,1,4,C,5,5
VitC-1,Vitamin C 50mg / 100 pills,v1,03/21/2017 16:32:00,Meriden Insurance Company,1090,01,Bulk Warehouse Storage,1,3,B,8,0
test,test product,v2,03/21/2017 16:32:00,Meriden Insurance Company,1091,01,Bulk Warehouse Storage,1,3,B,9,0
Test_Kit_1,Test_Kit_1,1-1,03/30/2017 15:30:25,Meriden Insurance Company,1095,01,Bulk Warehouse Storage,1,3,D,1,0
Ins-1,Insurance Guide,2019,05/09/2017 15:24:00,Meriden Insurance Company,1096,01,Bulk Warehouse Storage,1,4,A,1,1
Ins-1,Insurance Guide,2019,09/07/2017 10:54:00,Meriden Insurance Company,1128,01,Bulk Warehouse Storage,1,8,C,6,1
NKE 17,Nike Sunglasses,2016,06/22/2017 14:17:00,Meriden Insurance Company,1108,01,Bulk Warehouse Storage,1,5,B,85,0
NKE 17,Nike Sunglasses,2017,06/13/2017 15:48:00,Meriden Insurance Company,1102,01,Bulk Warehouse Storage,1,5,C,4992,0
XKR998,XKR998,,06/13/2017 17:19:00,Meriden Insurance Company,1104,01,Bulk Warehouse Storage,1,4,A,185,0
XKR998,XKR998,,06/13/2017 17:19:00,Meriden Insurance Company,1105,01,Bulk Warehouse Storage,1,4,B,200,0
XKR998,XKR998,,06/13/2017 17:19:00,Meriden Insurance Company,1106,01,Bulk Warehouse Storage,1,4,B,200,0
XKR998,XKR998,,06/13/2017 17:19:00,Meriden Insurance Company,1107,01,Bulk Warehouse Storage,1,4,B,200,0
Kit 1,Test Kit 1,1-1,06/22/2017 14:24:36,Meriden Insurance Company,1109,01,Bulk Warehouse Storage,1,5,D,15,0
NKE 81,Nike MI Shirt,,07/05/2017 10:42:00,Meriden Insurance Company,1110,01,Bulk Warehouse Storage,1,6,B,517,0
NKE 81,Nike MI Shirt,,07/05/2017 10:42:00,Meriden Insurance Company,1111,01,Bulk Warehouse Storage,1,1,D,0,0
NKE 81,Nike MI Shirt,,07/05/2017 11:26:26,Meriden Insurance Company,1112,,,,,,33,19
NKE 81,Nike MI Shirt,,07/05/2017 11:52:26,Meriden Insurance Company,1113,01,Bulk Warehouse Storage,1,2,C,200,200
NKE 81,Nike MI Shirt,,01/09/2020 16:02:00,Meriden Insurance Company,1132,01,Bulk Warehouse Storage,1,9,C,88,50
NKE 81,Nike MI Shirt,,06/25/2020 16:53:00,Meriden Insurance Company,1135,01,Bulk Warehouse Storage,2,1,B,1,0
NKE 81,Nike MI Shirt,,07/05/2017 11:59:00,Meriden Insurance Company,1114,01,Bulk Warehouse Storage,1,1,C,50,0
test13,test13,test111,07/11/2017 16:23:00,Meriden Insurance Company,1116,01,Bulk Warehouse Storage,1,2,B,1,0
Test Kit1,Kit Description,1-1,07/20/2017 15:14:15,Meriden Insurance Company,1117,01,Bulk Warehouse Storage,1,6,A,8,0
SH101010,SHIMI TEST PRODUCT,,08/14/2020 13:08:00,Meriden Insurance Company,1136,01,Bulk Warehouse Storage,10,1,A,0,0
001 ,"Rob the deer, blue  ",,12/06/2020 21:57:00,Meriden Insurance Company,2146,01,Bulk Warehouse Storage,2,2,C,400,400
001 ,"Rob the deer, blue  ",,11/07/2023 18:47:00,Meriden Insurance Company,2190,01,Bulk Warehouse Storage,10,14,B,179,15
094309583089,Spotlight,,10/28/2020 19:11:00,Meriden Insurance Company,1145,01,Bulk Warehouse Storage,10,1,C,0,0
X0sdfadsfs,"Bananas, yellow, 10 pack",,11/20/2020 17:51:00,Meriden Insurance Company,2144,01,Bulk Warehouse Storage,10,1,D,200,2
X00Bsdsldkjf,"Bees, Hive, One",,10/28/2020 19:10:00,Meriden Insurance Company,1144,01,Bulk Warehouse Storage,10,1,B,5985,15
555555,TESTING PENDING SHIP,,12/13/2020 20:13:00,Meriden Insurance Company,2148,01,Bulk Warehouse Storage,2,3,A,0,0
ITEM XX01,Ramen bowl black 16 oz,,01/21/2021 13:12:00,Meriden Insurance Company,2150,01,Bulk Warehouse Storage,2,3,B,500,11
TSA-0707,"Soccer ball black and white small size. UPC: x002345667
ASIN: 99999999 Master Carton: 12 SKID: 120",,01/21/2021 13:00:00,,2149,01,Bulk Warehouse Storage,2,3,A,12,0
X6-UO5K-CDB1,Tack-It Over & Over…,097865,07/08/2021 12:59:00,Meriden Insurance Company,2151,01,Bulk Warehouse Storage,10,10,A,590,0
X6-UO5K-CDB1,Tack-It Over & Over…,097865,07/08/2021 12:59:00,Meriden Insurance Company,2152,01,Bulk Warehouse Storage,10,10,B,600,0
X6-UO5K-CDB1,Tack-It Over & Over…,097865,07/08/2021 13:42:00,Meriden Insurance Company,2153,01,Bulk Warehouse Storage,10,10,C,60,10
X6-UO5K-CDB1,Tack-It Over & Over…,097865,07/08/2021 13:42:00,Meriden Insurance Company,2154,01,Bulk Warehouse Storage,10,10,D,60,0
Test Kit,2 products,1-1,08/02/2021 15:24:03,Meriden Insurance Company,2155,01,Staging,S,S,S,0,10
BKS-7122,Meriden Ballpoint Pen-Blue,,09/16/2021 08:03:00,Meriden Insurance Company,2156,01,Bulk Warehouse Storage,10,11,A,1721,42
BKS-7122,Meriden Ballpoint Pen-Blue,,09/16/2021 08:03:00,Meriden Insurance Company,2157,01,Bulk Warehouse Storage,10,11,B,1728,0
BKS-7122,Meriden Ballpoint Pen-Blue,,09/16/2021 08:03:00,Meriden Insurance Company,2158,01,Bulk Warehouse Storage,10,11,C,1728,0
BKS-4122,Signature Coffee Cup,,09/16/2021 08:04:00,Meriden Insurance Company,2159,01,Bulk Warehouse Storage,10,11,D,283,18
BKS-4122,Signature Coffee Cup,,09/16/2021 08:04:00,Meriden Insurance Company,2160,01,Bulk Warehouse Storage,10,12,A,288,0
BKS-3922,Logo Keychain,,09/16/2021 08:04:00,Meriden Insurance Company,2161,01,Bulk Warehouse Storage,10,12,B,1720,1720
BKS-3922,Logo Keychain,,09/16/2021 08:04:00,Meriden Insurance Company,2162,01,Bulk Warehouse Storage,10,12,C,1728,1728
BKS-3922,Logo Keychain,,09/16/2021 08:04:00,Meriden Insurance Company,2163,01,Bulk Warehouse Storage,10,12,D,1728,1728
BKS-3922,Logo Keychain,,01/24/2024 16:14:00,Meriden Insurance Company,2236,01,Bulk Warehouse Storage,2,6,A,1802,1802
Test-101,Testing,,06/19/2023 17:31:00,Meriden Insurance Company,2164,01,Bulk Warehouse Storage,2,4,A,39,0
test-104,TT 104,,06/19/2023 17:34:00,Meriden Insurance Company,2165,01,Bulk Warehouse Storage,2,3,C,190,0
test-104,TT 104,,06/19/2023 17:34:00,Meriden Insurance Company,2166,01,Bulk Warehouse Storage,2,3,D,200,0
test-104,TT 104,,06/19/2023 17:34:00,Meriden Insurance Company,2167,01,Bulk Warehouse Storage,2,4,B,200,0
test-104,TT 104,,06/19/2023 17:34:00,Meriden Insurance Company,2168,01,Bulk Warehouse Storage,2,4,C,200,0
test-104,TT 104,,06/19/2023 17:34:00,Meriden Insurance Company,2169,01,Bulk Warehouse Storage,2,4,D,200,0
New_prod,test,,06/19/2023 17:36:00,Meriden Insurance Company,2170,01,Bulk Warehouse Storage,10,13,A,162,0
New_prod,test,,06/19/2023 17:36:00,Meriden Insurance Company,2171,01,Bulk Warehouse Storage,10,13,B,200,0
New_prod,test,,06/19/2023 17:36:00,Meriden Insurance Company,2172,01,Bulk Warehouse Storage,10,13,C,200,0
New_prod,test,,06/19/2023 17:36:00,Meriden Insurance Company,2173,01,Bulk Warehouse Storage,10,13,D,200,0
New_prod,test,,06/19/2023 17:36:00,Meriden Insurance Company,2174,01,Bulk Warehouse Storage,10,14,A,200,0
prod101,test prod,,06/19/2023 18:14:00,Meriden Insurance Company,2175,01,Bulk Warehouse Storage,2,5,B,24,7
prod101,test prod,,06/19/2023 18:14:00,Meriden Insurance Company,2176,01,Bulk Warehouse Storage,2,5,A,200,0
prod2,test2,,06/20/2023 14:47:00,Meriden Insurance Company,2177,01,Bulk Warehouse Storage,2,5,C,0,0
prod2,test2,,06/20/2023 14:47:00,Meriden Insurance Company,2178,01,Bulk Warehouse Storage,2,5,D,150,0
prod2,test2,,11/28/2023 13:52:04,Meriden Insurance Company,2230,01,Bulk Warehouse Storage,2,6,D,5,0
prod2,test2,,11/28/2023 14:13:01,Meriden Insurance Company,2231,01,Staging,S,S,S,10,0
hq-kl01,Howley cowley productey,,11/02/2023 14:52:00,Meriden Insurance Company,2187,,,,,,20,0
test-2023,testing the waves.,,06/26/2023 17:13:00,Meriden Insurance Company,2179,01,Bulk Warehouse Storage,2,6,B,0,0
WV88b0C1008,Water Heater Control,,10/03/2023 17:23:00,Meriden Insurance Company,2180,01,Bulk Warehouse Storage,10,14,B,0,0
WV88b0C1008,Water Heater Control,,10/03/2023 17:23:00,Meriden Insurance Company,2181,01,Bulk Warehouse Storage,10,14,C,0,0
WV88b0C1008,Water Heater Control,,10/03/2023 17:23:00,Meriden Insurance Company,2182,01,Bulk Warehouse Storage,10,14,D,149,2
WV88b0C1008,Water Heater Control,,10/03/2023 17:23:00,Meriden Insurance Company,2183,01,Bulk Warehouse Storage,10,15,A,200,0
WV88b0C1008,Water Heater Control,,10/03/2023 17:23:00,Meriden Insurance Company,2184,01,Bulk Warehouse Storage,10,15,B,200,0
WV88b0C1008,Water Heater Control,,10/30/2023 16:25:00,Meriden Insurance Company,2186,01,Bulk Warehouse Storage,10,15,D,0,0
WV88b0C1008,Water Heater Control,,11/09/2023 13:30:00,Meriden Insurance Company,2200,01,Racks,10,002,AF,30,20
WV88b0C1008,Water Heater Control,,11/12/2023 18:02:00,Meriden Insurance Company,2201,01,Phils Main Warehouse,P01,02,A1,53,0
WV88b0C1008,Water Heater Control,,11/13/2023 14:50:00,Meriden Insurance Company,2202,01,Bulk Warehouse Storage,10,2,C,23800,0
test-Jonathan,test product for plt1,,10/30/2023 16:17:00,Meriden Insurance Company,2185,01,Bulk Warehouse Storage,10,15,C,1,0
